order_id,product_category,price_inr,discount_pct,payment_method,customer_tenure_days,num_previous_orders,num_previous_returns,delivery_distance_km,delivery_days,is_weekend_order,rating_given,returned
1484,Apparel,667.0,27.3,Prepaid_UPI,983,173,8,202.9,1,1,2.0,0
1485,Home,3336.0,10.2,COD,115,1,0,276.9,2,1,,0
1486,Apparel,1971.0,62.3,Prepaid_UPI,575,4,0,177.0,2,1,5.0,0
1487,Beauty,966.0,40.6,COD,1328,14,6,113.0,5,0,4.0,0
1488,Electronics,7718.0,26.2,COD,555,3,0,175.3,4,1,3.0,1
1489,Footwear,2591.0,3.6,COD,383,9,2,202.0,3,1,1.0,0
1490,Electronics,44647.0,7.2,COD,561,4,0,200.5,6,1,4.0,1
1491,Apparel,739.0,33.2,Wallet,62,0,0,47.7,4,1,3.0,1
1492,Footwear,3611.0,1.6,Wallet,266,2,1,1061.2,7,0,1.0,1
1493,Home,6640.0,2.0,Prepaid_UPI,642,5,0,179.3,4,1,2.0,0
1494,Footwear,2105.0,22.1,COD,336,9,0,126.0,8,1,5.0,1
1495,Electronics,28336.0,24.0,Prepaid_UPI,271,15,0,215.0,9,1,4.0,1
1496,Home,3629.0,27.7,Prepaid_UPI,360,11,1,489.1,5,0,1.0,0
1497,Footwear,1549.0,15.4,COD,231,1,0,476.1,4,1,,0
1498,Home,3581.0,35.8,Prepaid_Card,897,12,0,429.3,4,1,3.0,0
1499,Electronics,5374.0,9.1,Prepaid_UPI,7,0,0,607.8,7,1,5.0,0
1500,Home,5744.0,31.4,COD,267,41,3,146.0,6,0,5.0,0
1501,Home,6685.0,25.2,Prepaid_Card,70,1,0,115.5,1,0,4.0,0
1502,Beauty,872.0,31.0,Prepaid_UPI,173,2,0,362.8,6,1,1.0,0
1503,Electronics,26012.0,39.7,COD,65,1,0,194.7,4,1,1.0,0
1504,Electronics,11368.0,15.2,Prepaid_Card,544,8,2,418.8,5,0,5.0,0
1505,Footwear,1010.0,12.1,Prepaid_Card,228,15,3,463.4,4,0,2.0,0
1506,Electronics,30266.0,0.0,Prepaid_UPI,904,92,24,300.1,4,1,4.0,0
1507,Footwear,1036.0,0.0,Wallet,1020,6,0,235.0,1,1,,0
1508,Electronics,35451.0,19.4,Prepaid_UPI,684,6,3,561.1,1,0,3.0,1
1509,Apparel,889.0,20.4,Prepaid_Card,661,6,0,285.4,4,0,4.0,0
1510,Footwear,3774.0,5.7,Prepaid_Card,365,2,0,182.7,4,0,2.0,1
1511,Apparel,1063.0,8.9,Prepaid_Card,270,3,0,239.3,4,1,,0
1512,Apparel,1064.0,44.9,Prepaid_Card,595,5,0,270.3,5,1,4.0,0
1513,Home,6079.0,35.1,COD,123,1,0,64.6,3,0,4.0,0
1514,Footwear,2541.0,3.1,Prepaid_UPI,429,13,3,638.6,1,1,5.0,1
1515,Footwear,1304.0,15.4,Prepaid_UPI,20,0,0,157.9,7,1,1.0,0
1516,Apparel,1931.0,28.1,Prepaid_Card,379,2,0,84.0,6,0,,0
1517,Apparel,1012.0,12.6,Prepaid_UPI,116,1,0,281.1,3,1,5.0,0
1518,Beauty,392.0,9.9,Prepaid_UPI,491,13,4,308.1,6,0,1.0,1
1519,Apparel,1149.0,16.9,COD,472,3,1,162.8,2,0,5.0,0
1520,Apparel,1433.0,38.4,COD,353,20,4,201.1,5,0,,0
1521,Apparel,1498.0,39.7,COD,259,2,0,281.0,5,0,,0
1522,Electronics,37800.0,11.0,COD,94,1,0,273.9,3,1,,1
1523,Footwear,2666.0,28.9,Prepaid_Card,348,6,0,411.0,6,1,3.0,0
1524,Footwear,1395.0,21.9,COD,7,0,0,283.7,2,0,,0
1525,Home,2315.0,6.9,COD,193,2,0,75.9,4,0,,1
1526,Apparel,582.0,17.5,COD,230,2,1,234.2,4,1,3.0,0
1527,Electronics,33433.0,3.0,Prepaid_UPI,40,0,0,349.8,2,1,1.0,0
1528,Electronics,5840.0,39.4,Prepaid_UPI,131,1,0,174.3,6,0,1.0,0
1529,Apparel,1490.0,45.3,COD,687,32,3,228.3,7,1,4.0,0
1530,Apparel,1475.0,15.8,COD,918,22,0,390.1,4,0,2.0,0
1531,Apparel,1814.0,12.3,COD,223,2,0,275.6,5,1,,1
1532,Apparel,534.0,37.8,COD,1640,13,4,345.9,4,1,4.0,0
1533,Home,1862.0,40.2,COD,140,39,0,299.8,4,0,1.0,0
1534,Home,7304.0,5.3,COD,428,16,2,220.0,3,0,,0
1535,Apparel,1430.0,19.8,COD,53,3,1,750.3,4,0,4.0,0
1536,Electronics,21247.0,21.1,Wallet,1574,25,4,136.8,4,0,3.0,0
1537,Footwear,3491.0,10.4,Prepaid_Card,308,3,0,88.6,8,1,4.0,1
1538,Footwear,4110.0,27.8,Prepaid_UPI,240,1,0,256.9,4,1,1.0,0
1539,Footwear,1552.0,11.5,COD,335,19,4,222.2,2,1,4.0,0
1540,Electronics,40685.0,13.9,COD,1067,12,0,257.7,1,0,,1
1541,Footwear,935.0,20.5,Wallet,800,12,3,438.4,7,0,5.0,1
1542,Apparel,2160.0,0.0,COD,161,2,2,151.3,8,0,2.0,0
1543,Electronics,8421.0,0.0,Prepaid_Card,115,8,1,47.3,2,0,4.0,0
1544,Apparel,879.0,35.8,Wallet,21,0,0,954.2,6,0,5.0,0
1545,Electronics,5431.0,10.9,Prepaid_Card,802,17,6,224.9,6,0,2.0,0
1546,Electronics,36401.0,54.0,COD,95,1,0,340.8,4,0,5.0,0
1547,Apparel,2172.0,51.6,Prepaid_Card,129,1,0,232.1,2,0,3.0,0
1548,Footwear,1688.0,14.4,COD,155,1,0,200.1,6,0,1.0,0
1549,Apparel,986.0,57.1,COD,45,0,0,234.2,7,1,4.0,1
1550,Apparel,902.0,36.1,COD,178,3,0,351.9,8,0,3.0,1
1551,Apparel,679.0,12.3,Prepaid_UPI,552,12,0,426.5,6,1,1.0,0
1552,Electronics,35690.0,0.0,Prepaid_UPI,393,98,33,553.5,6,0,2.0,0
1553,Apparel,509.0,32.3,COD,240,8,1,375.3,1,1,3.0,0
1554,Electronics,43589.0,22.5,COD,391,10,2,227.4,6,1,3.0,0
1555,Apparel,2069.0,28.5,Prepaid_UPI,648,4,2,734.6,6,1,3.0,1
1556,Footwear,974.0,18.6,Wallet,47,0,0,348.7,4,0,3.0,0
1557,Beauty,1394.0,4.8,COD,208,2,1,381.9,5,0,4.0,1
1558,Electronics,44687.0,15.6,COD,197,2,0,557.7,3,1,4.0,1
1559,Home,6865.0,32.6,Prepaid_UPI,421,3,1,253.8,1,1,3.0,0
1560,Footwear,3361.0,16.7,Prepaid_UPI,18,0,0,530.8,6,0,4.0,0
1561,Beauty,203.0,16.6,Wallet,631,5,0,87.6,9,1,5.0,0
1562,Home,827.0,0.0,COD,128,3,1,238.7,3,0,1.0,1
1563,Footwear,3676.0,23.4,COD,122,1,0,593.8,5,0,2.0,1
1564,Beauty,1035.0,5.3,Prepaid_Card,167,1,0,471.1,2,1,3.0,0
1565,Footwear,3174.0,35.8,COD,222,5,2,315.9,5,0,,0
1566,Electronics,33576.0,11.0,Prepaid_UPI,772,8,0,121.3,3,0,5.0,1
1567,Apparel,1160.0,17.6,COD,55,0,0,70.0,4,0,3.0,1
1568,Apparel,658.0,54.5,Prepaid_Card,63,0,0,247.0,7,0,1.0,0
1569,Electronics,18137.0,17.4,Wallet,921,13,3,232.1,5,1,1.0,0
1570,Electronics,39352.0,15.4,Wallet,943,11,2,422.2,4,1,1.0,1
1571,Electronics,15702.0,30.8,Prepaid_Card,657,11,0,280.2,2,0,2.0,1
1572,Home,782.0,0.0,Wallet,45,1,0,457.8,6,0,2.0,0
1573,Home,7685.0,40.8,COD,190,4,0,306.8,2,0,1.0,0
1574,Footwear,3223.0,36.9,COD,106,14,3,138.5,7,1,4.0,0
1575,Apparel,1374.0,29.9,COD,15,0,0,335.2,5,0,2.0,0
1576,Apparel,1892.0,0.0,Wallet,169,2,2,266.5,2,1,5.0,0
1577,Footwear,2145.0,18.1,Wallet,1945,14,4,249.4,1,1,1.0,0
1578,Footwear,4440.0,2.9,COD,313,3,1,274.4,4,0,1.0,1
1579,Beauty,2165.0,38.9,COD,160,3,2,314.6,4,0,4.0,0
1580,Footwear,1622.0,37.8,COD,60,1,0,256.8,6,0,2.0,0
1581,Footwear,1984.0,27.8,COD,7,0,0,93.9,2,0,,1
1582,Apparel,896.0,4.0,Prepaid_UPI,70,1,0,108.4,6,1,5.0,0
1583,Electronics,30079.0,44.4,COD,42,0,0,199.5,1,0,2.0,1
1584,Apparel,1551.0,18.1,Prepaid_UPI,402,12,1,506.3,5,0,4.0,0
1585,Home,4323.0,49.1,Prepaid_Card,113,34,7,288.5,3,0,,0
1586,Beauty,2420.0,26.0,COD,455,3,0,252.4,5,0,2.0,1
1587,Electronics,21886.0,29.6,COD,1115,22,3,721.4,7,1,,0
1588,Home,6335.0,15.1,Wallet,279,4,1,306.5,6,0,4.0,0
1589,Apparel,1585.0,43.1,Prepaid_Card,102,5,0,257.0,5,1,2.0,0
1590,Apparel,1333.0,31.1,Prepaid_Card,128,1,0,211.5,7,0,1.0,1
1591,Apparel,476.0,43.6,COD,486,4,0,192.5,8,1,,0
1592,Apparel,1583.0,24.7,Wallet,25,0,0,80.0,8,0,,0
1593,Beauty,1660.0,21.3,Prepaid_UPI,52,0,0,254.2,3,1,2.0,0
1594,Electronics,6669.0,30.9,Prepaid_UPI,332,6,0,116.0,6,1,1.0,0
1595,Footwear,3684.0,43.6,Prepaid_Card,399,7,1,154.8,6,1,3.0,0
1596,Home,3896.0,37.3,Prepaid_UPI,780,4,2,112.6,5,0,,1
1597,Apparel,983.0,24.1,COD,741,9,0,690.1,7,0,5.0,0
1598,Apparel,1883.0,0.0,Prepaid_UPI,58,0,0,300.3,5,1,3.0,0
1599,Footwear,1873.0,34.2,COD,186,2,1,524.5,1,0,1.0,1
1600,Apparel,1519.0,0.4,Prepaid_Card,19,1,0,405.6,7,0,3.0,0
1601,Beauty,1602.0,22.5,Wallet,85,0,0,222.8,3,0,4.0,0
1602,Apparel,495.0,20.3,Wallet,224,4,0,170.9,1,1,3.0,0
1603,Home,3556.0,0.7,Prepaid_Card,221,2,1,220.8,12,0,2.0,1
1604,Footwear,1391.0,27.6,Prepaid_Card,155,3,1,142.2,2,1,5.0,0
1605,Apparel,759.0,54.3,Prepaid_UPI,232,2,1,49.4,6,1,5.0,0
1606,Apparel,1579.0,17.3,Wallet,241,2,1,86.3,2,1,3.0,0
1607,Beauty,177.0,33.5,Prepaid_UPI,223,5,0,364.8,4,0,5.0,0
1608,Apparel,2144.0,57.3,COD,928,5,0,93.5,3,1,,0
1609,Electronics,18518.0,34.9,COD,88,3,0,154.7,2,0,4.0,1
1610,Electronics,14288.0,12.3,Prepaid_UPI,233,3,0,213.6,6,0,1.0,0
1611,Apparel,2056.0,25.6,Prepaid_UPI,266,35,3,117.5,9,0,5.0,1
1612,Footwear,2447.0,29.2,Prepaid_UPI,287,2,0,344.5,5,0,2.0,1
1613,Footwear,2957.0,43.5,Prepaid_UPI,26,0,0,448.8,1,1,3.0,0
1614,Electronics,31678.0,40.2,COD,1085,11,0,96.6,2,1,,1
1615,Footwear,3986.0,0.0,COD,751,6,2,90.8,3,0,1.0,0
1616,Apparel,634.0,9.2,Prepaid_UPI,199,1,0,176.3,5,0,1.0,0
1617,Apparel,547.0,20.9,COD,103,1,0,380.3,4,1,,1
1618,Home,7952.0,6.8,Prepaid_UPI,364,2,0,375.1,9,0,,0
1619,Beauty,171.0,0.0,Prepaid_UPI,688,12,4,84.1,4,0,,0
1620,Apparel,1675.0,11.1,Prepaid_UPI,1534,12,5,317.4,6,0,5.0,1
1621,Apparel,1500.0,21.9,COD,16,1,0,220.2,4,0,,1
1622,Electronics,25402.0,14.1,Prepaid_UPI,57,2,0,484.0,4,0,4.0,0
1623,Footwear,3643.0,7.0,COD,720,9,0,134.5,4,1,2.0,0
1624,Apparel,2186.0,22.6,COD,658,8,2,114.5,4,0,,1
1625,Electronics,3254.0,27.1,COD,43,0,0,390.0,3,1,1.0,0
1626,Footwear,2958.0,15.0,COD,1289,15,1,85.6,5,0,,0
1627,Electronics,32595.0,42.6,Wallet,1612,14,3,268.9,3,1,2.0,0
1628,Apparel,951.0,22.9,Wallet,903,5,0,232.1,9,0,3.0,0
1629,Apparel,2007.0,8.9,COD,316,10,6,180.3,5,1,,1
1630,Electronics,21216.0,5.1,Prepaid_UPI,296,5,0,202.7,6,0,4.0,1
1631,Electronics,8404.0,18.8,Prepaid_Card,20,1,0,268.8,4,0,3.0,0
1632,Footwear,3918.0,38.7,Prepaid_UPI,840,22,10,55.4,1,1,5.0,0
1633,Home,7561.0,9.6,Prepaid_UPI,716,4,0,136.3,2,0,5.0,0
1634,Home,1066.0,30.9,Prepaid_Card,147,16,1,66.6,4,1,4.0,0
1635,Beauty,1916.0,23.4,COD,1005,25,0,34.1,4,1,1.0,0
1636,Electronics,10618.0,51.9,COD,94,1,1,80.2,5,0,3.0,1
1637,Electronics,1494.0,27.9,Prepaid_Card,82,2,1,226.9,5,1,5.0,0
1638,Beauty,762.0,11.5,Wallet,614,6,0,346.3,3,1,1.0,0
1639,Apparel,1939.0,33.0,Prepaid_Card,437,2,1,447.4,10,0,3.0,0
1640,Footwear,1065.0,33.6,COD,166,1,0,428.2,5,1,1.0,0
1641,Footwear,1023.0,16.0,COD,826,11,1,273.4,4,1,4.0,0
1642,Apparel,1730.0,4.5,Wallet,657,5,2,48.7,4,0,3.0,0
1643,Electronics,18999.0,30.0,COD,105,1,0,59.2,6,1,2.0,1
1644,Apparel,667.0,23.0,Prepaid_UPI,680,16,2,81.9,4,1,1.0,1
1645,Apparel,814.0,0.0,Prepaid_UPI,375,3,1,339.6,7,1,1.0,0
1646,Electronics,36004.0,25.8,COD,220,2,1,124.1,4,1,5.0,0
1647,Apparel,1522.0,12.4,COD,617,5,0,436.9,4,1,5.0,0
1648,Footwear,3544.0,0.0,COD,7,0,0,149.1,1,0,,1
1649,Beauty,380.0,16.7,COD,79,1,0,324.6,7,1,5.0,1
1650,Footwear,2332.0,41.2,Prepaid_UPI,301,2,0,318.1,2,1,1.0,0
1651,Apparel,1835.0,40.1,Prepaid_UPI,306,2,0,503.9,6,1,1.0,0
1652,Apparel,878.0,36.2,COD,310,8,1,237.5,3,0,2.0,0
1653,Apparel,705.0,26.0,Prepaid_Card,160,5,1,238.0,6,0,3.0,0
1654,Apparel,1087.0,30.9,COD,264,2,0,256.6,7,0,2.0,0
1655,Beauty,933.0,23.5,COD,853,7,3,427.9,3,0,,0
1656,Electronics,9324.0,5.4,Prepaid_UPI,106,1,0,130.9,3,0,3.0,0
1657,Apparel,2117.0,8.4,Prepaid_UPI,163,2,0,205.8,9,0,2.0,1
1658,Footwear,2432.0,12.9,Prepaid_UPI,187,4,1,242.6,6,0,3.0,0
1659,Electronics,27834.0,43.0,COD,390,3,0,85.8,6,1,5.0,1
1660,Apparel,618.0,38.2,Prepaid_Card,167,1,0,191.6,2,0,4.0,0
1661,Apparel,1498.0,5.8,Prepaid_Card,35,0,0,316.6,2,1,1.0,1
1662,Home,4576.0,22.8,Wallet,58,0,0,101.2,5,1,,0
1663,Footwear,4228.0,16.0,Prepaid_Card,142,2,0,377.1,4,1,5.0,0
1664,Apparel,1142.0,19.7,Wallet,199,5,0,256.0,2,1,4.0,0
1665,Beauty,1988.0,14.0,COD,1690,69,7,469.4,5,1,4.0,0
1666,Footwear,1717.0,43.1,Prepaid_Card,1821,34,1,466.0,1,1,2.0,1
1667,Footwear,2816.0,21.7,Prepaid_UPI,998,8,3,578.0,5,0,5.0,0
1668,Apparel,2069.0,25.2,COD,893,19,1,256.5,3,1,,1
1669,Apparel,1525.0,25.4,Prepaid_Card,271,2,0,350.8,6,1,1.0,1
1670,Footwear,3345.0,6.6,Prepaid_Card,112,2,0,273.2,5,1,1.0,0
1671,Apparel,1977.0,23.6,Wallet,580,5,0,206.3,6,0,,1
1672,Home,7426.0,37.9,COD,1151,12,3,227.9,7,0,4.0,0
1673,Footwear,1333.0,44.1,Wallet,348,9,2,169.9,3,1,1.0,0
1674,Apparel,753.0,4.8,COD,332,3,2,113.3,2,1,3.0,0
1675,Footwear,2702.0,0.0,Prepaid_Card,144,1,0,243.7,7,1,2.0,0
1676,Beauty,2489.0,22.9,Prepaid_Card,209,1,0,285.6,8,1,1.0,0
1677,Footwear,2461.0,38.6,COD,415,8,1,177.4,7,1,5.0,1
1678,Electronics,15694.0,27.4,Wallet,66,1,0,182.4,1,1,3.0,0
1679,Footwear,2649.0,32.2,Wallet,926,32,1,586.5,6,0,4.0,0
1680,Electronics,4021.0,1.6,Wallet,68,1,1,201.6,2,1,2.0,0
1681,Footwear,1209.0,13.4,Wallet,704,12,4,92.3,6,1,4.0,1
1682,Footwear,1096.0,0.0,Prepaid_UPI,56,0,0,240.7,4,1,2.0,1
1683,Footwear,612.0,19.9,Prepaid_Card,188,2,0,232.7,4,0,3.0,0
1684,Apparel,1700.0,0.0,Prepaid_UPI,943,27,4,233.0,4,0,4.0,0
1685,Apparel,986.0,42.0,COD,1235,7,2,253.1,3,1,1.0,1
1686,Apparel,703.0,45.3,Prepaid_UPI,1009,8,0,189.7,2,0,3.0,0
1687,Electronics,23636.0,24.1,Prepaid_Card,136,5,0,147.1,4,1,3.0,1
1688,Electronics,15367.0,0.0,Prepaid_UPI,273,2,1,57.0,5,1,3.0,0
1689,Home,3326.0,27.6,COD,697,7,0,110.0,8,1,,0
1690,Electronics,15020.0,49.9,COD,1631,22,2,322.9,6,0,3.0,0
1691,Footwear,516.0,29.1,COD,41,1,0,576.4,4,1,,0
1692,Beauty,1768.0,39.8,Prepaid_Card,3,0,0,147.1,4,0,,0
1693,Apparel,599.0,14.7,COD,369,12,2,187.4,1,0,2.0,0
1694,Footwear,1377.0,8.9,COD,29,0,0,237.5,4,1,4.0,0
1695,Home,1765.0,20.9,COD,554,11,1,687.8,5,0,2.0,1
1696,Electronics,15714.0,0.0,Prepaid_Card,742,9,0,235.5,3,0,3.0,0
1697,Apparel,688.0,56.0,COD,272,2,0,727.2,3,0,3.0,0
1698,Footwear,1888.0,24.1,Prepaid_UPI,216,1,0,56.6,1,1,3.0,1
1699,Beauty,722.0,35.0,COD,1223,9,1,66.5,1,0,1.0,0
1700,Footwear,745.0,15.1,Prepaid_Card,686,5,3,534.2,2,1,4.0,1
1701,Beauty,2196.0,0.0,COD,204,1,0,116.8,3,1,3.0,1
1702,Beauty,868.0,43.4,Prepaid_Card,568,4,2,209.4,1,1,1.0,0
1703,Electronics,5373.0,5.1,Prepaid_Card,814,10,0,201.3,4,0,4.0,0
1704,Home,4316.0,27.2,Prepaid_Card,244,19,2,77.2,4,1,4.0,0
1705,Electronics,6599.0,28.6,Prepaid_Card,402,10,2,213.9,5,0,3.0,0
1706,Beauty,1967.0,23.1,Prepaid_Card,798,10,2,826.2,4,1,1.0,0
1707,Apparel,511.0,10.2,COD,566,11,1,416.8,6,1,,0
1708,Electronics,21551.0,19.8,Prepaid_Card,138,2,0,88.0,8,0,2.0,1
1709,Footwear,4275.0,7.7,COD,149,12,0,71.9,1,1,4.0,0
1710,Apparel,686.0,34.1,Prepaid_UPI,543,5,1,334.5,2,0,,0
1711,Footwear,1305.0,30.6,Prepaid_Card,301,5,1,597.4,5,0,2.0,1
1712,Electronics,27500.0,21.7,Prepaid_UPI,670,14,4,714.7,6,0,4.0,1
1713,Beauty,2453.0,13.5,Prepaid_Card,508,5,0,312.5,2,1,5.0,0
1714,Footwear,2043.0,53.6,COD,605,12,3,87.3,8,1,3.0,1
1715,Apparel,1568.0,2.5,COD,398,5,1,311.1,2,1,3.0,1
1716,Footwear,1109.0,0.0,COD,817,18,0,117.0,4,1,4.0,0
1717,Electronics,29293.0,20.8,Prepaid_Card,347,3,0,285.9,6,0,5.0,0
1718,Home,2245.0,18.1,Prepaid_UPI,23,0,0,373.9,8,0,2.0,0
1719,Home,5022.0,38.5,Prepaid_UPI,186,11,1,150.8,2,0,3.0,0
1720,Footwear,855.0,31.7,Prepaid_Card,974,7,0,505.5,6,1,2.0,0
1721,Apparel,1345.0,22.4,COD,83,1,0,217.9,4,0,2.0,1
1722,Apparel,827.0,29.5,Prepaid_UPI,670,4,0,206.0,1,0,4.0,0
1723,Home,5549.0,29.2,COD,242,2,0,146.9,3,1,1.0,0
1724,Home,6057.0,53.6,COD,99,1,0,327.1,2,1,,0
1725,Electronics,38349.0,25.8,Prepaid_UPI,66,5,0,359.5,6,1,4.0,1
1726,Apparel,2186.0,11.8,COD,790,52,15,29.1,1,1,3.0,0
1727,Electronics,21320.0,25.0,COD,759,21,2,524.6,5,1,1.0,0
1728,Footwear,3182.0,0.0,COD,319,4,0,197.8,4,0,,0
1729,Apparel,433.0,21.5,Prepaid_Card,368,2,1,278.0,5,0,2.0,1
1730,Electronics,40843.0,38.4,COD,448,13,1,207.4,4,1,5.0,1
1731,Beauty,1597.0,31.0,Prepaid_Card,677,7,1,302.2,3,1,2.0,0
1732,Apparel,1158.0,26.5,Prepaid_Card,239,1,1,385.4,5,0,2.0,1
1733,Footwear,2237.0,31.7,COD,474,106,8,240.7,5,1,5.0,1
1734,Apparel,1764.0,38.5,COD,57,6,2,201.0,3,1,3.0,0
1735,Footwear,3834.0,43.4,Prepaid_UPI,308,6,0,231.6,10,0,,0
1736,Footwear,3732.0,28.7,COD,147,3,2,306.1,2,1,,0
1737,Footwear,2542.0,17.3,Prepaid_UPI,111,1,0,243.0,6,0,3.0,1
1738,Apparel,1068.0,0.0,Prepaid_Card,562,7,3,300.4,6,0,4.0,0
1739,Electronics,42615.0,36.7,COD,124,1,0,272.0,4,1,,0
1740,Footwear,3037.0,29.7,Prepaid_Card,278,10,3,240.6,5,0,3.0,0
1741,Apparel,1379.0,24.3,Prepaid_Card,594,5,0,232.1,5,1,3.0,0
1742,Apparel,1477.0,11.7,Prepaid_Card,193,5,2,233.3,4,1,5.0,0
1743,Apparel,1534.0,36.5,Prepaid_UPI,95,1,0,199.1,3,1,2.0,0
1744,Beauty,1826.0,18.1,Wallet,44,6,0,156.6,4,1,5.0,0
1745,Home,4560.0,21.5,Prepaid_UPI,770,5,0,207.5,3,0,4.0,0
1746,Home,7040.0,21.2,Prepaid_Card,569,5,2,238.7,8,1,1.0,0
1747,Footwear,3939.0,28.7,Prepaid_Card,346,9,3,355.8,6,1,4.0,1
1748,Electronics,20571.0,4.8,Prepaid_Card,41,0,0,371.0,5,0,5.0,0
1749,Electronics,8582.0,30.4,COD,80,1,0,556.5,3,1,1.0,0
1750,Electronics,26458.0,11.2,Prepaid_UPI,41,0,0,293.7,4,1,3.0,0
1751,Home,5080.0,11.7,Prepaid_UPI,20,0,0,48.0,3,1,5.0,0
1752,Apparel,1342.0,35.3,COD,686,28,6,221.5,4,0,,0
1753,Footwear,4062.0,7.1,Wallet,94,1,0,229.1,1,1,3.0,0
1754,Footwear,872.0,35.3,Prepaid_UPI,46,1,1,193.1,3,1,4.0,1
1755,Electronics,13789.0,23.5,Prepaid_Card,745,6,0,49.7,2,0,1.0,1
1756,Home,6967.0,0.0,Wallet,133,16,5,359.8,3,1,3.0,1
1757,Apparel,2091.0,42.5,COD,986,10,0,272.4,9,1,1.0,1
1758,Beauty,1151.0,26.7,COD,505,3,2,185.8,4,1,4.0,1
1759,Beauty,603.0,27.9,COD,142,2,0,115.4,5,1,3.0,0
1760,Beauty,1138.0,37.1,Prepaid_Card,19,0,0,235.9,4,0,3.0,0
1761,Electronics,21180.0,44.5,COD,93,3,1,791.9,6,1,,0
1762,Apparel,1335.0,25.0,Wallet,165,1,0,272.2,4,0,4.0,0
1763,Apparel,894.0,31.3,COD,112,1,0,248.4,3,1,5.0,1
1764,Apparel,963.0,27.6,COD,42,1,0,118.6,3,0,3.0,1
1765,Apparel,1580.0,16.9,Prepaid_Card,135,5,0,318.1,3,0,5.0,0
1766,Apparel,1519.0,0.0,COD,120,1,0,172.3,8,1,1.0,1
1767,Beauty,1706.0,25.2,Prepaid_UPI,133,1,0,325.8,5,0,5.0,0
1768,Apparel,1079.0,42.7,COD,374,15,0,64.7,3,1,3.0,0
1769,Apparel,1006.0,30.7,Wallet,1059,6,0,129.8,6,0,1.0,0
1770,Footwear,1906.0,6.0,Prepaid_UPI,214,2,0,168.7,7,0,4.0,0
1771,Home,7624.0,38.5,COD,32,0,0,203.7,3,1,4.0,0
1772,Footwear,2081.0,17.4,COD,616,11,0,537.0,4,0,2.0,1
1773,Home,4967.0,0.0,COD,366,5,1,456.1,5,1,5.0,0
1774,Footwear,2591.0,37.3,Wallet,73,2,0,295.6,3,1,4.0,0
1775,Home,7047.0,7.8,Prepaid_UPI,404,8,0,118.6,3,1,1.0,0
1776,Electronics,17367.0,48.7,Prepaid_Card,462,17,3,121.7,3,0,5.0,1
1777,Home,3643.0,39.2,COD,57,2,0,429.2,4,0,5.0,1
1778,Electronics,38114.0,18.6,Prepaid_UPI,154,1,0,195.5,11,1,3.0,1
1779,Electronics,8250.0,28.9,COD,263,9,0,153.2,3,0,5.0,0
1780,Electronics,27230.0,58.4,Prepaid_UPI,177,7,1,181.5,1,0,2.0,0
1781,Apparel,1120.0,37.0,Prepaid_UPI,47,0,0,221.7,7,0,2.0,0
1782,Footwear,4443.0,25.6,COD,812,6,0,281.5,5,0,1.0,1
1783,Apparel,1698.0,65.3,Prepaid_Card,67,0,0,215.3,4,0,4.0,0
1784,Apparel,419.0,23.8,COD,33,0,0,51.8,6,1,1.0,1
1785,Apparel,1911.0,30.7,COD,314,8,1,254.5,2,0,,0
1786,Footwear,3313.0,8.0,Wallet,1327,13,0,291.5,5,0,2.0,0
1787,Electronics,25770.0,0.0,Prepaid_UPI,520,5,2,286.2,4,0,4.0,1
1788,Home,2118.0,17.7,Prepaid_UPI,222,5,0,216.7,5,0,2.0,0
1789,Footwear,1097.0,22.6,Prepaid_Card,221,8,0,112.6,5,0,3.0,0
1790,Apparel,1531.0,26.9,COD,372,2,0,86.2,10,1,1.0,1
1791,Footwear,2260.0,0.7,Prepaid_UPI,757,40,6,181.3,3,1,3.0,1
1792,Apparel,1951.0,31.9,Prepaid_Card,1234,24,3,361.4,3,0,3.0,0
1793,Apparel,872.0,9.5,COD,49,1,0,155.3,6,0,1.0,1
1794,Home,5209.0,31.1,COD,67,0,0,1028.0,7,0,5.0,1
1795,Beauty,735.0,36.0,Prepaid_Card,228,2,1,400.9,2,0,5.0,0
1796,Apparel,1545.0,16.1,Prepaid_UPI,321,2,0,189.4,5,1,3.0,0
1797,Home,672.0,7.5,COD,557,4,0,178.0,2,0,1.0,1
1798,Apparel,1105.0,45.2,Prepaid_UPI,262,2,0,203.1,2,0,3.0,0
1799,Home,1630.0,35.1,COD,407,12,1,238.0,4,0,1.0,1
1800,Home,4966.0,24.3,COD,772,12,6,102.4,3,1,3.0,0
1801,Home,2739.0,44.0,COD,690,5,1,164.7,2,1,2.0,0
1802,Home,6241.0,23.2,Prepaid_UPI,579,3,1,534.0,3,1,5.0,0
1803,Apparel,606.0,12.7,COD,34,0,0,315.6,3,0,,0
1804,Home,4583.0,7.0,Prepaid_Card,756,4,0,200.3,6,1,2.0,0
1805,Home,4871.0,20.4,COD,227,2,0,290.6,2,1,4.0,0
1806,Home,470.0,33.6,Prepaid_UPI,34,0,0,207.7,5,1,5.0,1
1807,Apparel,465.0,42.8,Prepaid_UPI,61,1,0,381.5,1,1,2.0,0
1808,Electronics,14701.0,22.4,COD,148,2,0,639.5,4,1,4.0,1
1809,Electronics,27878.0,40.2,Wallet,174,6,0,236.1,6,0,5.0,1
1810,Apparel,2133.0,18.8,COD,357,6,0,105.7,3,1,3.0,0
1811,Apparel,563.0,10.3,COD,1966,109,4,118.9,6,0,5.0,0
